,Aciklamalar,İl,Toplam 1. Doz,Toplam 2. Doz,Tarih,Günlük 1. Doz,Günlük 2.Doz
,,Yozgat,77.573,57.575,05.05.2021 23:46:57,443,1.345
,,Zonguldak,134.419,97.462,05.05.2021 23:46:57,1.089,2.340
,,Adana,349.833,242.462,06.05.2021 23:46:44,2.395,4.195
,,Adıyaman,77.640,54.964,06.05.2021 23:46:44,395,416
,,Afyon,133.550,99.045,06.05.2021 23:46:44,934,1.341
,,Ağrı,40.460,19.064,06.05.2021 23:46:44,718,241
,,Aksaray,61.397,44.038,06.05.2021 23:46:44,384,655
,,Amasya,84.441,64.237,06.05.2021 23:46:44,471,1.068
,,Ankara,1.168.966,809.960,06.05.2021 23:46:44,9.533,17.443
,,Antalya,520.478,329.749,06.05.2021 23:46:44,6.941,7.093
,,Ardahan,17.766,12.407,06.05.2021 23:46:44,145,197
,,Artvin,39.945,32.756,06.05.2021 23:46:44,129,412
,,Aydın,277.310,210.023,06.05.2021 23:46:44,1.686,3.413
,,Balıkesir,345.936,262.099,06.05.2021 23:46:44,2.390,4.605
,,Bartın,47.390,34.824,06.05.2021 23:46:44,260,549
,,Batman,50.128,30.887,06.05.2021 23:46:44,392,473
,,Bayburt,12.163,8.732,06.05.2021 23:46:44,76,176
,,Bilecik,47.544,34.488,06.05.2021 23:46:44,230,643
,,Bingöl,30.418,18.646,06.05.2021 23:46:44,163,306
,,Bitlis,23.107,14.125,06.05.2021 23:46:44,115,163
,,Bolu,72.713,55.509,06.05.2021 23:46:44,411,637
,,Burdur,64.272,49.047,06.05.2021 23:46:44,416,690
,,Bursa,538.139,375.282,06.05.2021 23:46:44,5.046,6.370
,,Çanakkale,155.539,116.740,06.05.2021 23:46:44,1.059,2.094
,,Çankırı,42.732,32.902,06.05.2021 23:46:44,236,512
,,Çorum,116.419,88.225,06.05.2021 23:46:44,731,1.413
,,Denizli,203.832,153.438,06.05.2021 23:46:44,1.259,2.400
,,Diyarbakır,134.586,90.038,06.05.2021 23:46:44,803,1.110
,,Düzce,72.115,51.750,06.05.2021 23:46:44,506,1.014
,,Edirne,119.553,86.726,06.05.2021 23:46:44,1.008,1.977
,,Elazığ,98.229,68.951,06.05.2021 23:46:44,552,1.056
,,Erzincan,46.956,33.453,06.05.2021 23:46:44,198,645
,,Erzurum,102.299,74.663,06.05.2021 23:46:44,483,720
,,Eskişehir,210.434,152.436,06.05.2021 23:46:44,1.294,3.110
,,Gaziantep,202.207,137.503,06.05.2021 23:46:44,915,1.821
,,Giresun,119.327,91.202,06.05.2021 23:46:44,749,1.704
,,Gümüşhane,22.775,16.776,06.05.2021 23:46:44,118,318
,,Hakkari,14.148,7.020,06.05.2021 23:46:44,153,78
,,Hatay,222.148,142.074,06.05.2021 23:46:44,1.345,2.055
,,Içel,341.510,244.230,06.05.2021 23:46:44,2.644,4.973
,,Iğdır,20.220,13.177,06.05.2021 23:46:44,139,140
,,Isparta,104.142,78.689,06.05.2021 23:46:44,637,811
,,Istanbul,2.433.547,1.602.941,06.05.2021 23:46:44,23.905,30.975
,,Izmir,980.821,688.569,06.05.2021 23:46:44,8.037,14.181
,,Kahramanmaraş,144.454,104.642,06.05.2021 23:46:44,785,1.470
,,Karabük,55.071,39.718,06.05.2021 23:46:44,373,656
,,Karaman,47.598,34.980,06.05.2021 23:46:44,314,540
,,Kars,36.856,25.630,06.05.2021 23:46:44,155,317
,,Kastamonu,94.776,74.097,06.05.2021 23:46:44,432,1.108
,,Kayseri,242.775,174.533,06.05.2021 23:46:44,1.110,3.178
,,Kırıkkale,58.487,40.621,06.05.2021 23:46:44,586,693
,,Kırklareli,96.689,69.954,06.05.2021 23:46:44,680,1.063
,,Kırşehir,52.360,38.267,06.05.2021 23:46:44,344,746
,,Kilis,17.830,11.820,06.05.2021 23:46:44,181,196
,,Kocaeli,317.013,220.378,06.05.2021 23:46:44,2.253,4.236
,,Konya,365.516,273.771,06.05.2021 23:46:44,2.225,4.326
,,Kütahya,118.280,89.289,06.05.2021 23:46:44,838,1.548
,,Malatya,143.128,105.412,06.05.2021 23:46:44,738,1.298
,,Manisa,275.808,197.914,06.05.2021 23:46:44,1.728,4.038
,,Mardin,52.414,33.167,06.05.2021 23:46:44,435,406
,,Muğla,269.988,192.186,06.05.2021 23:46:44,3.721,3.499
,,Muş,28.789,19.134,06.05.2021 23:46:44,172,240
,,Nevşehir,57.958,39.881,06.05.2021 23:46:44,514,667
,,Niğde,57.983,42.119,06.05.2021 23:46:44,255,666
,,Ordu,181.678,130.272,06.05.2021 23:46:44,1.304,2.525
,,Osmaniye,93.951,67.459,06.05.2021 23:46:44,602,1.241
,,Rize,75.063,55.296,06.05.2021 23:46:44,533,846
,,Sakarya,177.660,132.338,06.05.2021 23:46:44,946,2.295
,,Samsun,285.851,207.568,06.05.2021 23:46:44,2.115,3.563
,,Siirt,19.623,11.739,06.05.2021 23:46:44,104,157
,,Sinop,59.819,44.877,06.05.2021 23:46:44,342,757
,,Sivas,117.785,88.172,06.05.2021 23:46:44,669,1.590
,,Şanlıurfa,113.758,73.366,06.05.2021 23:46:44,814,640
,,Şırnak,24.364,12.867,06.05.2021 23:46:44,387,249
,,Tekirdağ,205.340,139.013,06.05.2021 23:46:44,1.493,3.115
,,Tokat,133.357,100.279,06.05.2021 23:46:44,644,1.228
,,Trabzon,177.931,136.361,06.05.2021 23:46:44,1.022,1.817
,,Tunceli,22.348,14.408,06.05.2021 23:46:44,75,215
,,Türkiye,14.440.056,10.131.047,06.05.2021 23:46:44,112.424,179.855
,,Uşak,78.642,56.577,06.05.2021 23:46:44,552,635
,,Van,94.082,55.614,06.05.2021 23:46:44,1.313,521
,,Yalova,64.622,45.817,06.05.2021 23:46:44,387,750
,,Yozgat,77.968,58.642,06.05.2021 23:46:44,395,1.067
,,Zonguldak,135.306,99.022,06.05.2021 23:46:44,887,1.560
,,Adana,351.695,246.534,07.05.2021 23:46:56,1.862,4.072
,,Adıyaman,78.013,55.379,07.05.2021 23:46:56,373,415
,,Afyon,134.251,100.122,07.05.2021 23:46:56,701,1.077
,,Ağrı,41.161,19.267,07.05.2021 23:46:56,701,203
,,Aksaray,61.753,44.609,07.05.2021 23:46:56,356,571
,,Amasya,84.868,65.106,07.05.2021 23:46:56,427,869
,,Ankara,1.176.100,826.638,07.05.2021 23:46:56,7.134,16.678
,,Antalya,525.717,336.676,07.05.2021 23:46:56,5.239,6.927
,,Ardahan,17.884,12.583,07.05.2021 23:46:56,118,176
,,Artvin,40.061,33.072,07.05.2021 23:46:56,116,316
,,Aydın,278.591,213.114,07.05.2021 23:46:56,1.281,3.091
,,Balıkesir,347.541,266.509,07.05.2021 23:46:56,1.605,4.410
,,Bartın,47.641,35.373,07.05.2021 23:46:56,251,549
,,Batman,50.498,31.265,07.05.2021 23:46:56,370,378
,,Bayburt,12.237,8.850,07.05.2021 23:46:56,74,118
,,Bilecik,47.737,35.034,07.05.2021 23:46:56,193,546
,,Bingöl,30.566,18.938,07.05.2021 23:46:56,148,292
,,Bitlis,23.216,14.277,07.05.2021 23:46:56,109,152
,,Bolu,73.049,56.104,07.05.2021 23:46:56,336,595
,,Burdur,64.642,49.666,07.05.2021 23:46:56,370,619
,,Bursa,541.974,381.362,07.05.2021 23:46:56,3.835,6.080
,,Çanakkale,156.313,118.793,07.05.2021 23:46:56,774,2.053
,,Çankırı,42.919,33.342,07.05.2021 23:46:56,187,440
,,Çorum,117.051,89.553,07.05.2021 23:46:56,632,1.328
,,Denizli,204.725,155.571,07.05.2021 23:46:56,893,2.133
,,Diyarbakır,135.161,90.932,07.05.2021 23:46:56,575,894
,,Düzce,72.558,52.608,07.05.2021 23:46:56,443,858
,,Edirne,120.428,88.623,07.05.2021 23:46:56,875,1.897
,,Elazığ,98.645,69.949,07.05.2021 23:46:56,416,998
,,Erzincan,47.109,33.896,07.05.2021 23:46:56,153,443
,,Erzurum,102.618,75.411,07.05.2021 23:46:56,319,748
,,Eskişehir,211.497,155.120,07.05.2021 23:46:56,1.063,2.684
,,Gaziantep,203.172,138.732,07.05.2021 23:46:56,965,1.229
,,Giresun,119.898,92.782,07.05.2021 23:46:56,571,1.580
,,Gümüşhane,22.892,16.986,07.05.2021 23:46:56,117,210
,,Hakkari,14.271,7.091,07.05.2021 23:46:56,123,71
,,Hatay,223.254,144.190,07.05.2021 23:46:56,1.106,2.116
,,Içel,343.466,248.606,07.05.2021 23:46:56,1.956,4.376
,,Iğdır,20.377,13.333,07.05.2021 23:46:56,157,156
,,Isparta,104.702,79.511,07.05.2021 23:46:56,560,822
,,Istanbul,2.449.113,1.631.057,07.05.2021 23:46:56,15.566,28.116
,,Izmir,986.671,703.281,07.05.2021 23:46:56,5.850,14.712
,,Kahramanmaraş,145.125,105.704,07.05.2021 23:46:56,671,1.062
,,Karabük,55.403,40.262,07.05.2021 23:46:56,332,544
,,Karaman,47.808,35.557,07.05.2021 23:46:56,210,577
,,Kars,37.003,25.968,07.05.2021 23:46:56,147,338
,,Kastamonu,95.142,75.128,07.05.2021 23:46:56,366,1.031
,,Kayseri,243.734,176.890,07.05.2021 23:46:56,959,2.357
,,Kırıkkale,59.041,41.288,07.05.2021 23:46:56,554,667
,,Kırklareli,97.330,71.079,07.05.2021 23:46:56,641,1.125
,,Kırşehir,52.637,38.815,07.05.2021 23:46:56,277,548
,,Kilis,17.990,11.995,07.05.2021 23:46:56,160,175
,,Kocaeli,318.691,224.126,07.05.2021 23:46:56,1.678,3.748
,,Konya,367.423,277.224,07.05.2021 23:46:56,1.907,3.453
,,Kütahya,119.070,90.739,07.05.2021 23:46:56,790,1.450
,,Malatya,143.864,106.421,07.05.2021 23:46:56,736,1.009
,,Manisa,277.378,201.933,07.05.2021 23:46:56,1.570,4.019
,,Mardin,52.747,33.449,07.05.2021 23:46:56,333,282
,,Muğla,273.128,195.284,07.05.2021 23:46:56,3.140,3.098
,,Muş,28.928,19.299,07.05.2021 23:46:56,139,165
,,Nevşehir,58.324,40.464,07.05.2021 23:46:56,366,583
,,Niğde,58.188,42.629,07.05.2021 23:46:56,205,510
,,Ordu,182.801,132.678,07.05.2021 23:46:56,1.123,2.406
,,Osmaniye,94.305,68.509,07.05.2021 23:46:56,354,1.050
,,Rize,75.432,55.946,07.05.2021 23:46:56,369,650
,,Sakarya,178.406,134.301,07.05.2021 23:46:56,746,1.963
,,Samsun,287.746,211.079,07.05.2021 23:46:56,1.895,3.511
,,Siirt,19.732,11.855,07.05.2021 23:46:56,109,116
,,Sinop,60.074,45.719,07.05.2021 23:46:56,255,842
,,Sivas,118.396,89.569,07.05.2021 23:46:56,611,1.397
,,Şanlıurfa,114.380,73.883,07.05.2021 23:46:56,622,517
,,Şırnak,24.677,13.109,07.05.2021 23:46:56,313,242
,,Tekirdağ,206.466,142.001,07.05.2021 23:46:56,1.126,2.988
,,Tokat,133.928,101.500,07.05.2021 23:46:56,571,1.221
,,Trabzon,178.724,137.749,07.05.2021 23:46:56,793,1.388
,,Tunceli,22.425,14.620,07.05.2021 23:46:56,77,212
,,Türkiye,14.526.243,10.296.441,07.05.2021 23:46:56,86.187,165.394
,,Uşak,79.006,57.203,07.05.2021 23:46:56,364,626
,,Van,95.492,56.035,07.05.2021 23:46:56,1.410,421
,,Yalova,64.908,46.592,07.05.2021 23:46:56,286,775
,,Yozgat,78.299,59.479,07.05.2021 23:46:56,331,837
,,Zonguldak,136.057,100.515,07.05.2021 23:46:56,751,1.493
,,Adana,353.286,247.362,08.05.2021 23:47:01,1.591,828
,,Adıyaman,78.244,55.434,08.05.2021 23:47:01,231,55
,,Afyon,134.596,100.238,08.05.2021 23:47:01,345,116
,,Ağrı,41.765,19.347,08.05.2021 23:47:01,604,80
,,Aksaray,61.929,44.662,08.05.2021 23:47:01,176,53
,,Amasya,85.081,65.251,08.05.2021 23:47:01,213,145
,,Ankara,1.179.461,830.075,08.05.2021 23:47:01,3.361,3.437
,,Antalya,528.223,338.193,08.05.2021 23:47:01,2.506,1.517
,,Ardahan,17.957,12.592,08.05.2021 23:47:01,73,9
,,Artvin,40.136,33.091,08.05.2021 23:47:01,75,19
,,Aydın,279.447,213.373,08.05.2021 23:47:01,856,259
,,Balıkesir,348.097,266.896,08.05.2021 23:47:01,556,387
,,Bartın,47.726,35.404,08.05.2021 23:47:01,85,31
,,Batman,50.742,31.377,08.05.2021 23:47:01,244,112
,,Bayburt,12.275,8.894,08.05.2021 23:47:01,38,44
,,Bilecik,47.837,35.085,08.05.2021 23:47:01,100,51
,,Bingöl,30.638,18.970,08.05.2021 23:47:01,72,32
,,Bitlis,23.293,14.330,08.05.2021 23:47:01,77,53
,,Bolu,73.173,56.163,08.05.2021 23:47:01,124,59
,,Burdur,64.813,49.754,08.05.2021 23:47:01,171,88
,,Bursa,544.173,382.395,08.05.2021 23:47:01,2.199,1.033
,,Çanakkale,156.602,119.188,08.05.2021 23:47:01,289,395
,,Çankırı,43.009,33.433,08.05.2021 23:47:01,90,91
,,Çorum,117.336,89.658,08.05.2021 23:47:01,285,105
,,Denizli,205.146,155.746,08.05.2021 23:47:01,421,175
,,Diyarbakır,135.505,91.143,08.05.2021 23:47:01,344,211
,,Düzce,72.756,52.718,08.05.2021 23:47:01,198,110
,,Edirne,120.657,88.856,08.05.2021 23:47:01,229,233
,,Elazığ,98.831,70.121,08.05.2021 23:47:01,186,172
,,Erzincan,47.182,33.973,08.05.2021 23:47:01,73,77
,,Erzurum,102.816,75.617,08.05.2021 23:47:01,198,206
,,Eskişehir,211.913,155.455,08.05.2021 23:47:01,416,335
,,Gaziantep,204.041,138.892,08.05.2021 23:47:01,869,160
,,Giresun,120.061,92.803,08.05.2021 23:47:01,163,21
,,Gümüşhane,22.903,16.993,08.05.2021 23:47:01,11,7
,,Hakkari,14.344,7.136,08.05.2021 23:47:01,73,45
,,Hatay,223.870,144.494,08.05.2021 23:47:01,616,304
,,Içel,344.435,249.012,08.05.2021 23:47:01,969,406
,,Iğdır,20.435,13.346,08.05.2021 23:47:01,58,13
,,Isparta,104.963,79.639,08.05.2021 23:47:01,261,128
,,Istanbul,2.458.123,1.638.698,08.05.2021 23:47:01,9.010,7.641
,,Izmir,989.791,705.770,08.05.2021 23:47:01,3.120,2.489
,,Kahramanmaraş,145.514,105.897,08.05.2021 23:47:01,389,193
,,Karabük,55.575,40.343,08.05.2021 23:47:01,172,81
,,Karaman,47.903,35.605,08.05.2021 23:47:01,95,48
,,Kars,37.071,26.021,08.05.2021 23:47:01,68,53
,,Kastamonu,95.286,75.225,08.05.2021 23:47:01,144,97
,,Kayseri,244.182,177.187,08.05.2021 23:47:01,448,297
,,Kırıkkale,59.332,41.374,08.05.2021 23:47:01,291,86
,,Kırklareli,97.493,71.192,08.05.2021 23:47:01,163,113
,,Kırşehir,52.756,38.873,08.05.2021 23:47:01,119,58
,,Kilis,18.080,12.000,08.05.2021 23:47:01,90,5
,,Kocaeli,319.574,224.711,08.05.2021 23:47:01,883,585
,,Konya,368.595,277.829,08.05.2021 23:47:01,1.172,605
,,Kütahya,119.509,90.863,08.05.2021 23:47:01,439,124
,,Malatya,144.187,106.541,08.05.2021 23:47:01,323,120
,,Manisa,278.402,202.502,08.05.2021 23:47:01,1.024,569
,,Mardin,52.889,33.535,08.05.2021 23:47:01,142,86
,,Muğla,274.741,195.739,08.05.2021 23:47:01,1.613,455
,,Muş,28.985,19.346,08.05.2021 23:47:01,57,47
,,Nevşehir,58.516,40.530,08.05.2021 23:47:01,192,66
,,Niğde,58.315,42.685,08.05.2021 23:47:01,127,56
,,Ordu,183.280,133.093,08.05.2021 23:47:01,479,415
,,Osmaniye,94.459,68.620,08.05.2021 23:47:01,154,111
,,Rize,75.581,55.994,08.05.2021 23:47:01,149,48
,,Sakarya,178.907,134.591,08.05.2021 23:47:01,501,290
,,Samsun,289.030,211.661,08.05.2021 23:47:01,1.284,582
,,Siirt,19.792,11.866,08.05.2021 23:47:01,60,11
,,Sinop,60.205,45.787,08.05.2021 23:47:01,131,68
,,Sivas,118.593,89.751,08.05.2021 23:47:01,197,182
,,Şanlıurfa,114.774,73.978,08.05.2021 23:47:01,394,95
,,Şırnak,24.842,13.177,08.05.2021 23:47:01,165,68
,,Tekirdağ,206.987,142.537,08.05.2021 23:47:01,521,536
,,Tokat,134.219,101.617,08.05.2021 23:47:01,291,117
,,Trabzon,179.096,137.927,08.05.2021 23:47:01,372,178
,,Tunceli,22.472,14.691,08.05.2021 23:47:01,47,71
,,Türkiye,14.571.982,10.325.220,08.05.2021 23:47:01,45.739,28.779
,,Uşak,79.175,57.248,08.05.2021 23:47:01,169,45
,,Van,96.250,56.253,08.05.2021 23:47:01,758,218
,,Yalova,65.040,46.671,08.05.2021 23:47:01,132,79
,,Yozgat,78.445,59.549,08.05.2021 23:47:01,146,70
,,Zonguldak,136.319,100.634,08.05.2021 23:47:01,262,119
,,Adana,354.230,247.930,09.05.2021 23:47:02,944,568
,,Adıyaman,78.380,55.488,09.05.2021 23:47:02,136,54
,,Afyon,134.853,100.329,09.05.2021 23:47:02,257,91
,,Ağrı,42.163,19.418,09.05.2021 23:47:02,398,71
,,Aksaray,62.038,44.697,09.05.2021 23:47:02,109,35
,,Amasya,85.254,65.311,09.05.2021 23:47:02,173,60
,,Ankara,1.181.791,831.836,09.05.2021 23:47:02,2.330,1.761
,,Antalya,529.808,339.216,09.05.2021 23:47:02,1.585,1.023
,,Ardahan,18.013,12.600,09.05.2021 23:47:02,56,8
,,Artvin,40.221,33.102,09.05.2021 23:47:02,85,11
,,Aydın,279.904,213.561,09.05.2021 23:47:02,457,188
,,Balıkesir,348.505,267.098,09.05.2021 23:47:02,408,202
,,Bartın,47.807,35.434,09.05.2021 23:47:02,81,30
,,Batman,50.875,31.458,09.05.2021 23:47:02,133,81
,,Bayburt,12.295,8.896,09.05.2021 23:47:02,20,2
,,Bilecik,47.927,35.130,09.05.2021 23:47:02,90,45
,,Bingöl,30.687,18.997,09.05.2021 23:47:02,49,27
,,Bitlis,23.339,14.363,09.05.2021 23:47:02,46,33
,,Bolu,73.253,56.191,09.05.2021 23:47:02,80,28
,,Burdur,64.910,49.811,09.05.2021 23:47:02,97,57
,,Bursa,545.796,383.012,09.05.2021 23:47:02,1.623,617
,,Çanakkale,156.769,119.357,09.05.2021 23:47:02,167,169
,,Çankırı,43.035,33.473,09.05.2021 23:47:02,26,40
,,Çorum,117.500,89.754,09.05.2021 23:47:02,164,96
,,Denizli,205.387,155.835,09.05.2021 23:47:02,241,89
,,Diyarbakır,135.742,91.265,09.05.2021 23:47:02,237,122
,,Düzce,72.856,52.809,09.05.2021 23:47:02,100,91
,,Edirne,120.800,88.969,09.05.2021 23:47:02,143,113
,,Elazığ,98.974,70.231,09.05.2021 23:47:02,143,110
,,Erzincan,47.245,34.004,09.05.2021 23:47:02,63,31
,,Erzurum,102.947,75.739,09.05.2021 23:47:02,131,122
,,Eskişehir,212.185,155.642,09.05.2021 23:47:02,272,187
,,Gaziantep,204.838,139.063,09.05.2021 23:47:02,797,171
,,Giresun,120.157,92.825,09.05.2021 23:47:02,96,22
,,Gümüşhane,22.916,16.996,09.05.2021 23:47:02,13,3
,,Hakkari,14.404,7.164,09.05.2021 23:47:02,60,28
,,Hatay,224.269,144.684,09.05.2021 23:47:02,399,190
,,Içel,345.166,249.208,09.05.2021 23:47:02,731,196
,,Iğdır,20.479,13.351,09.05.2021 23:47:02,44,5
,,Isparta,105.120,79.718,09.05.2021 23:47:02,157,79
,,Istanbul,2.464.507,1.643.546,09.05.2021 23:47:02,6.384,4.848
,,Izmir,992.126,707.241,09.05.2021 23:47:02,2.335,1.471
,,Kahramanmaraş,145.745,105.998,09.05.2021 23:47:02,231,101
,,Karabük,55.704,40.386,09.05.2021 23:47:02,129,43
,,Karaman,47.958,35.632,09.05.2021 23:47:02,55,27
,,Kars,37.101,26.041,09.05.2021 23:47:02,30,20
,,Kastamonu,95.356,75.276,09.05.2021 23:47:02,70,51
,,Kayseri,244.444,177.370,09.05.2021 23:47:02,262,183
,,Kırıkkale,59.621,41.429,09.05.2021 23:47:02,289,55
,,Kırklareli,97.594,71.223,09.05.2021 23:47:02,101,31
,,Kırşehir,52.803,38.909,09.05.2021 23:47:02,47,36
,,Kilis,18.139,12.005,09.05.2021 23:47:02,59,5
,,Kocaeli,320.167,225.155,09.05.2021 23:47:02,593,444
,,Konya,369.487,278.239,09.05.2021 23:47:02,892,410
,,Kütahya,119.922,90.934,09.05.2021 23:47:02,413,71
,,Malatya,144.421,106.638,09.05.2021 23:47:02,234,97
,,Manisa,279.324,202.836,09.05.2021 23:47:02,922,334
,,Mardin,52.973,33.608,09.05.2021 23:47:02,84,73
,,Muğla,275.564,196.052,09.05.2021 23:47:02,823,313
,,Muş,29.023,19.376,09.05.2021 23:47:02,38,30
,,Nevşehir,58.624,40.554,09.05.2021 23:47:02,108,24
,,Niğde,58.382,42.703,09.05.2021 23:47:02,67,18
,,Ordu,183.479,133.410,09.05.2021 23:47:02,199,317
,,Osmaniye,94.534,68.685,09.05.2021 23:47:02,75,65
,,Rize,75.691,56.025,09.05.2021 23:47:02,110,31
,,Sakarya,179.347,134.744,09.05.2021 23:47:02,440,153
,,Samsun,290.043,212.116,09.05.2021 23:47:02,1.013,455
,,Siirt,19.838,11.874,09.05.2021 23:47:02,46,8
,,Sinop,60.285,45.819,09.05.2021 23:47:02,80,32
,,Sivas,118.724,89.906,09.05.2021 23:47:02,131,155
,,Şanlıurfa,115.007,74.037,09.05.2021 23:47:02,233,59
,,Şırnak,24.972,13.233,09.05.2021 23:47:02,130,56
,,Tekirdağ,207.382,142.844,09.05.2021 23:47:02,395,307
,,Tokat,134.445,101.677,09.05.2021 23:47:02,226,60
,,Trabzon,179.345,138.028,09.05.2021 23:47:02,249,101
,,Tunceli,22.530,14.761,09.05.2021 23:47:02,58,70
,,Türkiye,14.603.612,10.343.682,09.05.2021 23:47:02,31.630,18.462
,,Uşak,79.292,57.284,09.05.2021 23:47:02,117,36
,,Van,96.733,56.434,09.05.2021 23:47:02,483,181
,,Yalova,65.101,47.372,09.05.2021 23:47:02,61,701
,,Yozgat,78.543,59.616,09.05.2021 23:47:02,98,67
,,Zonguldak,136.498,100.701,09.05.2021 23:47:02,179,67
,,Adana,355.254,249.837,10.05.2021 23:46:46,1.024,1.907
,,Adıyaman,78.562,56.301,10.05.2021 23:46:46,182,813
,,Afyon,135.340,101.986,10.05.2021 23:46:46,487,1.657
,,Ağrı,42.776,20.119,10.05.2021 23:46:46,613,701
,,Aksaray,62.239,45.069,10.05.2021 23:46:46,201,372
,,Amasya,85.567,66.445,10.05.2021 23:46:46,313,1.134
,,Ankara,1.185.321,845.337,10.05.2021 23:46:46,3.530,13.501
,,Antalya,531.980,344.509,10.05.2021 23:46:46,2.172,5.293
,,Ardahan,18.135,12.859,10.05.2021 23:46:46,122,259
,,Artvin,40.345,33.750,10.05.2021 23:46:46,124,648
,,Aydın,280.748,217.166,10.05.2021 23:46:46,844,3.605
,,Balıkesir,349.280,271.785,10.05.2021 23:46:46,775,4.687
,,Bartın,47.959,35.935,10.05.2021 23:46:46,152,501
,,Batman,51.043,31.803,10.05.2021 23:46:46,168,345
,,Bayburt,12.338,9.032,10.05.2021 23:46:46,43,136
,,Bilecik,48.021,35.740,10.05.2021 23:46:46,94,610
,,Bingöl,30.799,19.543,10.05.2021 23:46:46,112,546
,,Bitlis,23.418,14.724,10.05.2021 23:46:46,79,361
,,Bolu,73.432,56.992,10.05.2021 23:46:46,179,801
,,Burdur,65.225,50.587,10.05.2021 23:46:46,315,776
,,Bursa,547.694,388.133,10.05.2021 23:46:46,1.898,5.121
,,Çanakkale,157.411,121.262,10.05.2021 23:46:46,642,1.905
,,Çankırı,43.139,34.116,10.05.2021 23:46:46,104,643
,,Çorum,117.756,90.761,10.05.2021 23:46:46,256,1.007
,,Denizli,205.914,158.191,10.05.2021 23:46:46,527,2.356
,,Diyarbakır,136.118,92.702,10.05.2021 23:46:46,376,1.437
,,Düzce,73.032,53.204,10.05.2021 23:46:46,176,395
,,Edirne,121.147,90.301,10.05.2021 23:46:46,347,1.332
,,Elazığ,99.182,71.366,10.05.2021 23:46:46,208,1.135
,,Erzincan,47.360,34.560,10.05.2021 23:46:46,115,556
,,Erzurum,103.173,77.228,10.05.2021 23:46:46,226,1.489
,,Eskişehir,212.670,157.847,10.05.2021 23:46:46,485,2.205
,,Gaziantep,205.796,140.985,10.05.2021 23:46:46,958,1.922
,,Giresun,120.565,94.510,10.05.2021 23:46:46,408,1.685
,,Gümüşhane,23.042,17.212,10.05.2021 23:46:46,126,216
,,Hakkari,14.482,7.402,10.05.2021 23:46:46,78,238
,,Hatay,224.919,145.750,10.05.2021 23:46:46,650,1.066
,,Içel,346.183,252.745,10.05.2021 23:46:46,1.017,3.537
,,Iğdır,20.566,13.533,10.05.2021 23:46:46,87,182
,,Isparta,105.405,80.733,10.05.2021 23:46:46,285,1.015
,,Istanbul,2.473.181,1.666.266,10.05.2021 23:46:46,8.674,22.720
,,Izmir,995.534,720.378,10.05.2021 23:46:46,3.408,13.137
,,Kahramanmaraş,146.172,107.284,10.05.2021 23:46:46,427,1.286
,,Karabük,55.856,40.932,10.05.2021 23:46:46,152,546
,,Karaman,48.103,36.000,10.05.2021 23:46:46,145,368
,,Kars,37.348,26.559,10.05.2021 23:46:46,247,518
,,Kastamonu,95.519,76.561,10.05.2021 23:46:46,163,1.285
,,Kayseri,245.072,179.102,10.05.2021 23:46:46,628,1.732
,,Kırıkkale,59.972,41.907,10.05.2021 23:46:46,351,478
,,Kırklareli,97.935,72.334,10.05.2021 23:46:46,341,1.111
,,Kırşehir,52.942,39.720,10.05.2021 23:46:46,139,811
,,Kilis,18.203,12.143,10.05.2021 23:46:46,64,138
,,Kocaeli,321.060,228.659,10.05.2021 23:46:46,893,3.504
,,Konya,370.694,281.704,10.05.2021 23:46:46,1.207,3.465
,,Kütahya,120.430,92.584,10.05.2021 23:46:46,508,1.650
,,Malatya,144.706,108.358,10.05.2021 23:46:46,285,1.720
,,Manisa,280.424,204.508,10.05.2021 23:46:46,1.100,1.672
,,Mardin,53.164,34.362,10.05.2021 23:46:46,191,754
,,Muğla,277.096,199.235,10.05.2021 23:46:46,1.532,3.183
,,Muş,29.138,19.670,10.05.2021 23:46:46,115,294
,,Nevşehir,58.790,40.815,10.05.2021 23:46:46,166,261
,,Niğde,58.557,43.328,10.05.2021 23:46:46,175,625
,,Ordu,184.170,135.665,10.05.2021 23:46:46,691,2.255
,,Osmaniye,94.747,69.766,10.05.2021 23:46:46,213,1.081
,,Rize,75.883,56.942,10.05.2021 23:46:46,192,917
,,Sakarya,179.899,137.074,10.05.2021 23:46:46,552,2.330
,,Samsun,291.293,215.575,10.05.2021 23:46:46,1.250,3.459
,,Siirt,19.917,12.029,10.05.2021 23:46:46,79,155
,,Sinop,60.439,46.549,10.05.2021 23:46:46,154,730
,,Sivas,119.070,91.222,10.05.2021 23:46:46,346,1.316
,,Şanlıurfa,115.364,74.871,10.05.2021 23:46:46,357,834
,,Şırnak,25.199,13.807,10.05.2021 23:46:46,227,574
,,Tekirdağ,207.970,144.584,10.05.2021 23:46:46,588,1.740
,,Tokat,134.843,103.448,10.05.2021 23:46:46,398,1.771
,,Trabzon,179.772,140.341,10.05.2021 23:46:46,427,2.313
,,Tunceli,22.643,15.140,10.05.2021 23:46:46,113,379
,,Türkiye,14.652.789,10.497.791,10.05.2021 23:46:46,49.177,154.109
,,Uşak,79.608,57.956,10.05.2021 23:46:46,316,672
,,Van,97.899,56.821,10.05.2021 23:46:46,1.166,387
,,Yalova,65.231,48.290,10.05.2021 23:46:46,130,918
,,Yozgat,78.694,60.567,10.05.2021 23:46:46,151,951
